ensembl_id,gene_symbol,entrez_id,log2FoldChange,pvalue,padj,sig
ENSG00000152932,RAB3C,115827,1.515143007,3.22e-05,0.000189074,Up
ENSG00000159339,PADI4,23569,2.364361421,3.32e-05,0.000194055,Up
ENSG00000166455,C16orf46,123775,-1.045704509,3.33e-05,0.000194599,Down
ENSG00000218358,RAET1K,646024,1.795397685,3.37e-05,0.000196553,Up
ENSG00000256862,LOC105369609,105369609,1.210933801,3.41e-05,0.000198816,Up
ENSG00000175643,RMI2,116028,1.407222379,3.66e-05,0.000211644,Up
ENSG00000203814,H2BC18,440689,1.091563898,3.69e-05,0.000213242,Up
ENSG00000152672,CLEC4F,165530,1.734445172,3.7e-05,0.000213845,Up
ENSG00000105281,SLC1A5,6510,1.500074261,3.76e-05,0.000217225,Up
ENSG00000160223,ICOSLG,23308,1.479343333,3.79e-05,0.000218138,Up
ENSG00000196890,H2BU1,128312,1.928020697,3.98e-05,0.000227919,Up
ENSG00000227028,SLC8A1-AS1,100128590,1.603530832,4.01e-05,0.00022933,Up
ENSG00000178015,GPR150,285601,2.045444063,4.15e-05,0.000236334,Up
ENSG00000134207,SYT6,148281,2.2794833,4.23e-05,0.000240728,Up
ENSG00000186407,CD300E,342510,1.226917913,4.34e-05,0.00024628,Up
ENSG00000122420,PTGFR,5737,1.121379235,4.47e-05,0.000253178,Up
ENSG00000187116,LILRA5,353514,1.587543965,4.58e-05,0.000258424,Up
ENSG00000163060,TEKT4,150483,-1.111273147,4.63e-05,0.000261,Down
ENSG00000233392,LOC200772,200772,1.398344679,5.03e-05,0.000281533,Up
ENSG00000171631,P2RY6,5031,1.2679623,5.07e-05,0.000283728,Up
ENSG00000126950,TMEM35A,59353,-1.276158696,5.08e-05,0.00028435,Down
ENSG00000181143,MUC16,94025,2.043063732,5.19e-05,0.000289708,Up
ENSG00000130203,APOE,348,1.586055835,5.7e-05,0.000316071,Up
ENSG00000154874,CCDC144B,284047,1.065263896,5.87e-05,0.000324009,Up
ENSG00000142700,DMRTA2,63950,3.705654375,5.87e-05,0.000324366,Up
ENSG00000129988,LBP,3929,2.192210799,5.93e-05,0.000327064,Up
ENSG00000187144,SPATA21,374955,1.177135643,5.94e-05,0.000327877,Up
ENSG00000196126,HLA-DRB1,3123,1.781816702,5.96e-05,0.000328435,Up
ENSG00000151650,VENTX,27287,1.113859089,5.98e-05,0.000329432,Up
ENSG00000034971,MYOC,4653,-2.190909004,6.22e-05,0.000341885,Down
ENSG00000141096,DPEP3,64180,2.396892339,6.63e-05,0.000361083,Up
ENSG00000166736,HTR3A,3359,6.935091498,6.69e-05,0.000364398,Up
ENSG00000213999,"c(""BORCS8-MEF2B"", ""MEF2B"")","c(""4207"", ""100271849"")",1.27458743,6.72e-05,0.000365683,Up
ENSG00000230725,LOC284798,284798,-1.453645645,7.51e-05,0.000403755,Down
ENSG00000204290,BTNL2,56244,2.022488245,7.78e-05,0.000416742,Up
ENSG00000120457,KCNJ5,3762,1.272723375,7.83e-05,0.000419046,Up
ENSG00000213088,ACKR1,2532,1.43184124,7.84e-05,0.000419286,Up
ENSG00000182870,GALNT9,50614,-1.104986143,8.04e-05,0.000428875,Down
ENSG00000155719,OTOA,146183,1.807522999,8.31e-05,0.000442291,Up
ENSG00000124575,H1-3,3007,3.501534247,8.53e-05,0.000452715,Up
ENSG00000124205,EDN3,1908,-1.39000578,8.66e-05,0.000458563,Down
ENSG00000179083,FAM133A,286499,-1.628919253,8.76e-05,0.000462872,Down
ENSG00000140297,GCNT3,9245,-1.12493242,8.86e-05,0.000467668,Down
ENSG00000180422,LINC00304,283860,1.680425849,8.87e-05,0.000467837,Up
ENSG00000186897,C1QL4,338761,-1.256611028,8.88e-05,0.000468356,Down
ENSG00000236120,LOC101928228,101928228,1.719306261,8.92e-05,0.00047032,Up
ENSG00000227188,MGAT3-AS1,104502417,2.059964824,9.08e-05,0.000477861,Up
ENSG00000145506,NKD2,85409,1.232178339,9.24e-05,0.000485023,Up
ENSG00000137309,HMGA1,3159,1.021407757,9.27e-05,0.000486187,Up
ENSG00000275063,LOC102723407,102723407,3.488921015,9.38e-05,0.000491298,Up
ENSG00000090339,ICAM1,3383,1.317778392,9.41e-05,0.000492419,Up
ENSG00000162706,CADM3,57863,1.235566312,9.48e-05,0.000495616,Up
ENSG00000143452,HORMAD1,84072,2.235675907,9.56e-05,0.00049937,Up
ENSG00000188305,PEAK3,374872,1.08341516,9.61e-05,0.000501861,Up
ENSG00000164512,ANKRD55,79722,4.228089342,9.81e-05,0.000510999,Up
ENSG00000180440,SERTM1,400120,-1.259693574,9.89e-05,0.000514941,Down
ENSG00000126838,PZP,5858,1.190151974,9.92e-05,0.000515997,Up
ENSG00000168062,BATF2,116071,1.707667108,9.92e-05,0.000516026,Up
ENSG00000275713,H2BC9,8345,1.053798378,0.000100498,0.000521835,Up
ENSG00000169258,GPRIN1,114787,1.834557924,0.000100608,0.000522308,Up
ENSG00000128040,SPINK2,6691,1.475989941,0.000100634,0.000522346,Up
ENSG00000250548,LINC01303,101927780,1.645244702,0.000107302,0.000554185,Up
ENSG00000169508,GPR183,1880,1.931266437,0.000107748,0.000556387,Up
ENSG00000249948,GBA3,57733,1.272387723,0.000108067,0.00055793,Up
ENSG00000253882,LOC154761,154761,1.770920469,0.000110743,0.000570079,Up
ENSG00000157150,TIMP4,7079,-1.010085386,0.000115045,0.000590371,Down
ENSG00000173825,TIGD3,220359,1.026231209,0.000116295,0.000596129,Up
ENSG00000112530,PACRG,135138,-1.007963485,0.000119948,0.000612142,Down
ENSG00000170956,CEACAM3,1084,2.006665239,0.000120968,0.000616698,Up
ENSG00000173404,INSM1,3642,2.212742594,0.000121176,0.000617535,Up
ENSG00000164089,ETNPPL,64850,-1.195657381,0.000125137,0.000635411,Down
ENSG00000171243,SOSTDC1,25928,-1.104793054,0.000125637,0.00063753,Down
ENSG00000109471,IL2,3558,2.032133136,0.000126669,0.000642144,Up
ENSG00000145975,FAM217A,222826,1.184289701,0.000127234,0.000644771,Up
ENSG00000232070,TMEM253,643382,-1.428667372,0.00012907,0.000652778,Down
ENSG00000222005,LINC01118,388948,1.096848821,0.000131811,0.000664929,Up
ENSG00000105825,TFPI2,7980,1.215862631,0.000134578,0.000677217,Up
ENSG00000114455,HHLA2,11148,1.545066222,0.000138262,0.000694383,Up
ENSG00000226935,LINC00161,118421,1.388850293,0.000139243,0.000698807,Up
ENSG00000135678,CPM,1368,1.149684873,0.000141967,0.000710952,Up
ENSG00000222041,CYTOR,112597,1.074123407,0.000144928,0.000723833,Up
ENSG00000205837,LINC00487,400941,3.624654643,0.000146661,0.000730804,Up
ENSG00000134762,DSC3,1825,2.321148919,0.000147584,0.000734746,Up
ENSG00000230489,VAV3-AS1,100873946,2.093977489,0.000150221,0.000746284,Up
ENSG00000280350,LINC01726,101929608,2.927190417,0.000150643,0.000747854,Up
ENSG00000117594,HSD11B1,3290,1.198157278,0.000153344,0.000759623,Up
ENSG00000137757,CASP5,838,2.904448743,0.000163469,0.000803976,Up
ENSG00000227591,HSD11B1-AS1,101930114,1.72995871,0.000172504,0.000842942,Up
ENSG00000229391,HLA-DRB6,3128,2.621019551,0.000178713,0.000869297,Up
ENSG00000078328,RBFOX1,54715,-1.266711219,0.000183717,0.000890592,Down
ENSG00000229807,XIST,7503,1.650782312,0.00018931,0.000913283,Up
ENSG00000204644,ZFP57,346171,2.986764024,0.000192054,0.000925246,Up
ENSG00000186188,FFAR4,338557,1.86788869,0.000194799,0.000936776,Up
ENSG00000197329,PELI1,57162,1.307083372,0.000195659,0.000940352,Up
ENSG00000259717,LINC00677,105370683,1.554701403,0.000197355,0.000947366,Up
ENSG00000089169,RPH3A,22895,2.826610173,0.000198123,0.000950402,Up
ENSG00000196735,HLA-DQA1,3117,2.855291042,0.000208736,0.000993728,Up
ENSG00000118520,ARG1,383,1.019869892,0.000210734,0.001001977,Up
ENSG00000239219,LOC100128164,100128164,1.292328734,0.000213926,0.001015091,Up
ENSG00000171611,PTCRA,171558,2.125559548,0.000214305,0.001016544,Up
ENSG00000069399,BCL3,602,1.022147667,0.000215935,0.00102341,Up
ENSG00000206129,LOC642484,642484,-1.056205307,0.000219134,0.001035771,Down
ENSG00000248449,PCDHGB8P,56120,1.19778502,0.000221002,0.001042839,Up
ENSG00000103811,CTSH,1512,1.219154461,0.000223689,0.001053035,Up
ENSG00000221957,KIR2DS4,3809,2.307287427,0.000225173,0.001059489,Up
ENSG00000205086,C2orf91,400950,1.659862143,0.000226291,0.001063384,Up
ENSG00000141639,MAPK4,5596,-1.071483493,0.00023208,0.001087787,Down
ENSG00000074211,PPP2R2C,5522,1.257812311,0.000232149,0.001087928,Up
ENSG00000136110,CNMD,11061,-1.127051135,0.00023429,0.001096312,Down
ENSG00000154252,GAL3ST2,64090,1.410309889,0.00024482,0.001141204,Up
ENSG00000152430,BOLL,66037,1.5701446,0.000249651,0.001161789,Up
ENSG00000153162,BMP6,654,1.689183126,0.000251414,0.001168444,Up
ENSG00000108846,ABCC3,8714,1.328429761,0.000255442,0.001185034,Up
ENSG00000267767,LINC01801,400685,1.074664917,0.000265258,0.001225137,Up
ENSG00000136235,GPNMB,10457,1.029833414,0.000270424,0.001245842,Up
ENSG00000161381,PLXDC1,57125,1.001060974,0.000273023,0.00125596,Up
ENSG00000272514,CFAP206,154313,-1.624886624,0.000275135,0.001263914,Down
ENSG00000164949,GEM,2669,1.315617689,0.000278235,0.001276488,Up
ENSG00000225914,"c(""HCG23"", ""TSBP1-AS1"")","c(""414764"", ""101929163"")",1.114303348,0.00027866,0.00127749,Up
ENSG00000189127,ANKRD34B,340120,5.357992558,0.000280196,0.001283898,Up
ENSG00000189366,ALG1L,200810,-1.268495373,0.0002805,0.001285081,Down
ENSG00000242715,CCDC169,728591,-1.332830129,0.000281288,0.001287645,Down
ENSG00000160883,HK3,3101,1.768107944,0.000284997,0.001301218,Up
ENSG00000207313,SNORA2B,677794,1.43330938,0.000285334,0.001302351,Up
ENSG00000235204,LOC613206,613206,1.355657867,0.000305418,0.001384755,Up
ENSG00000142405,NLRP12,91662,1.199859174,0.000306576,0.00138978,Up
ENSG00000268658,LINC00664,400680,1.42218017,0.000312233,0.001410636,Up
ENSG00000169213,RAB3B,5865,1.770050942,0.000314125,0.001417812,Up
ENSG00000136929,HEMGN,55363,1.581636378,0.000321443,0.001448741,Up
ENSG00000264745,TTC39C-AS1,102724246,1.162656661,0.000325173,0.001464112,Up
ENSG00000181418,DDN,23109,1.703649671,0.000336498,0.001510382,Up
ENSG00000204099,NEU4,129807,1.07855914,0.000345526,0.00154437,Up
ENSG00000112212,TSPO2,222642,1.190081476,0.000349657,0.001560596,Up
ENSG00000137225,CAPN11,11131,1.014029491,0.000354,0.001576965,Up
ENSG00000100298,APOBEC3H,164668,1.491170588,0.000360327,0.001601331,Up
ENSG00000108950,FAM20A,54757,1.35452781,0.000363143,0.001611804,Up
ENSG00000157884,CIB4,130106,-1.236878257,0.000365308,0.001619875,Down
ENSG00000124491,F13A1,2162,1.098377876,0.000367233,0.001626607,Up
ENSG00000124140,SLC12A5,57468,1.106422785,0.00037986,0.001675388,Up
ENSG00000185433,LINC00158,54072,1.544237222,0.000386257,0.001700118,Up
ENSG00000233485,FHAD1-AS1,101927417,-1.062235248,0.000393406,0.001728065,Down
ENSG00000099194,SCD,6319,1.618558032,0.000396984,0.001742689,Up
ENSG00000115155,OTOF,9381,1.337077168,0.000397842,0.001745523,Up
ENSG00000244383,FAM3D-AS1,105377108,1.225048596,0.000398383,0.001747187,Up
ENSG00000232850,PTGES2-AS1,389791,-1.252437142,0.000408897,0.001788262,Down
ENSG00000126266,FFAR1,2864,2.596417908,0.000423426,0.001843746,Up
ENSG00000180712,LINC02363,728175,1.098709869,0.000426391,0.001854641,Up
ENSG00000255474,GAU1,101929549,1.180376397,0.000438374,0.001899688,Up
ENSG00000214688,C10orf105,414152,1.289584048,0.000448063,0.001935989,Up
ENSG00000125409,TEKT3,64518,-1.00931378,0.000452503,0.001951264,Down
ENSG00000122592,HOXA7,3204,1.707841837,0.000456938,0.001967965,Up
ENSG00000225039,LINC01058,103724387,1.11440984,0.000483174,0.002067298,Up
ENSG00000137193,PIM1,5292,1.274608279,0.000484088,0.002070896,Up
ENSG00000125813,PAX1,5075,-1.342401746,0.000488842,0.002089318,Down
ENSG00000106018,VIPR2,7434,1.075198268,0.000491112,0.002097741,Up
ENSG00000265828,MIR3939,100500857,1.556800595,0.000494039,0.002107997,Up
ENSG00000144331,ZNF385B,151126,1.151162889,0.000494863,0.002110866,Up
ENSG00000233791,LINC01136,730227,1.474578573,0.000495388,0.002112787,Up
ENSG00000204904,LINC01545,724087,-1.088135336,0.000499158,0.002126924,Down
ENSG00000231528,FAM225A,286333,1.269008811,0.000505022,0.00214799,Up
ENSG00000221962,TMEM14EP,645843,1.501227641,0.0005216,0.00220929,Up
ENSG00000231852,CYP21A2,1589,1.15277993,0.000542887,0.002288553,Up
ENSG00000152611,CAPSL,133690,-1.095772528,0.000559805,0.002352439,Down
ENSG00000261394,LOC101927227,101927227,1.116295975,0.000566807,0.002376874,Up
ENSG00000075290,WNT8B,7479,1.660787527,0.000571825,0.002396842,Up
ENSG00000150551,LYPD1,116372,1.830667732,0.000574957,0.002407449,Up
ENSG00000152128,TMEM163,81615,2.025366907,0.000577352,0.002416245,Up
ENSG00000125144,MT1G,4495,-1.011101021,0.000583214,0.002437289,Down
ENSG00000223534,HLA-DQB1-AS1,106480429,2.814308982,0.000583587,0.002438485,Up
ENSG00000265874,MIR4489,100616284,1.467435918,0.000590635,0.00246426,Up
ENSG00000130035,"c(""KCNA6"", ""GALNT8"")","c(""3742"", ""26290"")",1.12741054,0.000595017,0.002479988,Up
ENSG00000171724,VAT1L,57687,1.031646716,0.000605356,0.002518558,Up
ENSG00000183682,BMP8A,353500,-1.01783795,0.000622484,0.00258139,Down
ENSG00000233327,USP32P2,220594,1.381196201,0.000658094,0.002713003,Up
ENSG00000260898,ADPGK-AS1,100287559,1.271385571,0.000665198,0.002737861,Up
ENSG00000072041,SLC6A15,55117,-1.367321009,0.000665898,0.002739936,Down
ENSG00000285280,LOC105371664,105371664,1.298253238,0.000669983,0.002753512,Up
ENSG00000275022,MIR6753,102465451,1.522596063,0.000684356,0.002803947,Up
ENSG00000138316,ADAMTS14,140766,1.7483888,0.00068528,0.002806913,Up
ENSG00000232803,SLCO4A1-AS1,100127888,1.807101135,0.000700457,0.002861971,Up
ENSG00000226306,NPY6R,4888,1.191633627,0.000714515,0.002913037,Up
ENSG00000167914,GSDMA,284110,1.911577945,0.000747778,0.003030139,Up
ENSG00000136099,PCDH8,5100,-1.19684429,0.000761521,0.003078707,Down
ENSG00000141526,SLC16A3,9123,1.004716829,0.000771794,0.003113501,Up
ENSG00000114854,TNNC1,7134,-1.024718273,0.000774275,0.003122614,Down
ENSG00000091181,IL5RA,3568,1.270083256,0.000779837,0.003142781,Up
ENSG00000159217,IGF2BP1,10642,2.168554719,0.000801775,0.003221004,Up
ENSG00000169836,TACR3,6870,-1.393991408,0.000805662,0.003233146,Down
ENSG00000225492,GBP1P1,400759,1.025826313,0.000826049,0.003302428,Up
ENSG00000171101,SIGLEC17P,284367,1.264986161,0.000829466,0.003314199,Up
ENSG00000254102,LOC401463,401463,1.288015354,0.000830404,0.003316552,Up
ENSG00000121933,TMIGD3,57413,1.287396143,0.000832351,0.003323133,Up
ENSG00000138944,SHISAL1,85352,1.034311148,0.000840675,0.003353725,Up
ENSG00000232283,HSD17B3-AS1,105376162,-1.479860924,0.000868497,0.003452433,Down
ENSG00000260910,LINC00565,100861555,1.017411186,0.000869435,0.003455373,Up
ENSG00000084110,HAL,3034,1.219696829,0.000887189,0.003515743,Up
ENSG00000254703,SENCR,100507392,1.010360569,0.000888453,0.003518291,Up
ENSG00000035664,DAPK2,23604,-1.035408312,0.000924018,0.003641034,Down
ENSG00000101187,SLCO4A1,28231,1.430191081,0.000927268,0.003649824,Up
ENSG00000237872,POU5F1P4,645682,1.166016453,0.000965279,0.003786148,Up
ENSG00000160868,CYP3A4,1576,1.040946188,0.000983788,0.003846366,Up
ENSG00000074803,SLC12A1,6557,2.224669896,0.001034637,0.00401994,Up
ENSG00000179165,PXT1,222659,1.980792515,0.001043385,0.004051119,Up
ENSG00000100427,MLC1,23209,1.574981863,0.001081221,0.004180651,Up
ENSG00000179344,HLA-DQB1,3119,1.563350208,0.001096968,0.004237448,Up
ENSG00000169218,RSPO1,284654,2.190562384,0.001105347,0.004266286,Up
ENSG00000256271,CACNA1C-AS2,100874235,1.220279021,0.001120548,0.004317822,Up
ENSG00000196549,MME,4311,2.060108394,0.001122664,0.004324192,Up
ENSG00000182256,GABRG3,2567,1.00013046,0.001132598,0.00435482,Up
ENSG00000244414,CFHR1,3078,1.495799198,0.001136665,0.004366719,Up
ENSG00000055118,KCNH2,3757,1.235183236,0.001167541,0.00446842,Up
ENSG00000177989,ODF3B,440836,1.177346513,0.001186639,0.004530144,Up
ENSG00000139572,GPR84,53831,1.131391808,0.001227883,0.004666309,Up
ENSG00000204335,SP5,389058,1.240512794,0.001237348,0.004696227,Up
ENSG00000130598,TNNI2,7136,1.894217936,0.001247668,0.004730269,Up
ENSG00000258227,CLEC5A,23601,1.040985006,0.001262662,0.004780649,Up
ENSG00000156564,LRFN2,57497,1.751051183,0.001271941,0.004809284,Up
ENSG00000226321,CROCC2,728763,1.113535703,0.001277586,0.004825421,Up
ENSG00000124134,KCNS1,3787,1.186505461,0.001303787,0.004914451,Up
ENSG00000094755,GABRP,2568,1.266237041,0.00130664,0.004924543,Up
ENSG00000263693,MIR3161,100423000,1.018505925,0.001321896,0.004974013,Up
ENSG00000173376,NDNF,79625,-1.239173832,0.001321849,0.004974013,Down
ENSG00000178171,AMER3,205147,-2.186331179,0.001322749,0.004975886,Down
ENSG00000160963,COL26A1,136227,1.426280639,0.001329891,0.004998728,Up
ENSG00000185915,KLHL34,257240,1.247891504,0.00133572,0.005017946,Up
ENSG00000089127,OAS1,4938,1.010476718,0.001340722,0.005034039,Up
ENSG00000177294,FBXO39,162517,1.08253145,0.001388303,0.005186291,Up
ENSG00000110427,KIAA1549L,25758,1.313397511,0.001399266,0.005223597,Up
ENSG00000277196,LOC102724788,102724788,-1.096714602,0.001417768,0.005282986,Down
ENSG00000069011,PITX1,5307,2.516351245,0.001441586,0.005357082,Up
ENSG00000168298,H1-4,3008,1.09940575,0.001451087,0.005383522,Up
ENSG00000205795,CYS1,192668,-1.028616768,0.001454312,0.005393346,Down
ENSG00000057657,PRDM1,639,1.074084374,0.001508015,0.005568925,Up
ENSG00000164488,DACT2,168002,1.033456163,0.00150856,0.005570206,Up
ENSG00000134940,ACRV1,56,1.969117429,0.001540099,0.005678432,Up
ENSG00000189152,GRAPL,400581,1.577488354,0.001569474,0.005773071,Up
ENSG00000167779,IGFBP6,3489,-1.13306958,0.001580928,0.005807924,Down
ENSG00000162374,ELAVL4,1996,1.222616933,0.001581881,0.005809559,Up
ENSG00000242767,ZBTB20-AS4,100874131,-1.115145441,0.00161248,0.005902599,Down
ENSG00000204338,CYP21A1P,1590,1.153937173,0.0016395,0.005988212,Up
ENSG00000164161,HHIP,64399,-1.029009758,0.0016604,0.006053191,Down
ENSG00000249379,LOC105375095,105375095,1.2311215,0.001684697,0.006128538,Up
ENSG00000153060,TEKT5,146279,1.771119913,0.001685346,0.006130102,Up
ENSG00000100593,ISM2,145501,-1.064646214,0.001758804,0.00636622,Down
ENSG00000224259,LINC01133,100505633,-1.202159376,0.001801278,0.006504511,Down
ENSG00000212402,SNORA74B,677841,-1.105908434,0.001823042,0.006572943,Down
ENSG00000203730,TEDDM1,127670,-1.031610096,0.001851935,0.006660836,Down
ENSG00000270885,RASL10B,91608,-1.112898794,0.001876166,0.006738475,Down
ENSG00000205358,MT1H,4496,-1.146379575,0.001894065,0.006792316,Down
ENSG00000147614,ATP6V0D2,245972,1.078013548,0.001963098,0.007007599,Up
ENSG00000258130,LOC613038,613038,1.198080436,0.001976068,0.007040448,Up
ENSG00000125657,TNFSF9,8744,1.664727437,0.001987184,0.00707376,Up
ENSG00000128322,IGLL1,3543,1.822839686,0.002017636,0.007166954,Up
ENSG00000237009,GLIS3-AS1,84850,-1.961562845,0.002026974,0.007194386,Down
ENSG00000259848,LOC442028,442028,-1.584861272,0.002030322,0.007205355,Down
ENSG00000214866,DCDC2C,728597,-1.563321495,0.002076152,0.007352174,Down
ENSG00000143340,FAM163A,148753,1.130312614,0.002080589,0.007366955,Up
ENSG00000158089,GALNT14,79623,1.101222278,0.002150393,0.007588238,Up
ENSG00000101282,RSPO4,343637,-1.305371657,0.002160031,0.007619368,Down
ENSG00000223714,LINC02601,105373185,-1.267699457,0.002165406,0.007634487,Down
ENSG00000235821,IFITM4P,340198,1.129413304,0.002170071,0.007647085,Up
ENSG00000102032,RENBP,5973,1.005387299,0.002207359,0.007755085,Up
ENSG00000179994,SPDYE7P,441251,1.021098009,0.00221045,0.007763998,Up
ENSG00000146013,GFRA3,2676,-1.373941691,0.002224763,0.007806443,Down
ENSG00000150275,PCDH15,65217,1.691579254,0.002272712,0.00795577,Up
ENSG00000170786,SDR16C5,195814,2.618665563,0.002287821,0.00800466,Up
ENSG00000196660,SLC30A10,55532,-1.428548565,0.002314858,0.008086136,Down
ENSG00000259351,LOC101928988,101928988,-1.157693164,0.002323285,0.0081085,Down
ENSG00000111863,ADTRP,84830,1.691176479,0.002343487,0.008167819,Up
ENSG00000187957,DNER,92737,2.977838792,0.002476856,0.008571897,Up
ENSG00000159648,TEPP,374739,-1.327474706,0.002561829,0.008819148,Down
ENSG00000186487,MYT1L,23040,-1.394862638,0.002565983,0.008831279,Down
ENSG00000257108,NHLRC4,283948,1.126364871,0.002700757,0.009245178,Up
ENSG00000132958,TPTE2,93492,1.085311728,0.002703495,0.009251161,Up
ENSG00000204071,TCEAL6,158931,-1.641771044,0.002712157,0.009276273,Down
ENSG00000254333,NDST1-AS1,102546298,-1.057632215,0.002751865,0.009390313,Down
ENSG00000167800,TBX10,347853,1.271270177,0.002866321,0.009726406,Up
ENSG00000224973,LARGE-AS1,100506195,1.341177843,0.002924428,0.009894292,Up
ENSG00000139278,GLIPR1,11010,1.280367955,0.002979337,0.010037001,Up
ENSG00000236700,LINC01010,154092,1.289215045,0.00312397,0.010452638,Up
ENSG00000186766,FOXI2,399823,1.58756209,0.003134541,0.010483002,Up
ENSG00000186451,SPATA12,353324,1.225201899,0.003136602,0.010487393,Up
ENSG00000222047,C10orf55,414236,1.299936944,0.003154678,0.010536518,Up
ENSG00000213413,PVRIG,79037,1.10641221,0.003202358,0.010676684,Up
ENSG00000248027,LOC100128386,100128386,-1.058705122,0.003337559,0.011062121,Down
ENSG00000163739,CXCL1,2919,1.153168718,0.003340503,0.011068799,Up
ENSG00000186493,C5orf38,153571,-1.208268056,0.003393333,0.011218652,Down
ENSG00000230426,LINC01036,104169671,1.505691815,0.003397497,0.011231093,Up
ENSG00000242048,LOC644090,644090,1.530129396,0.003415361,0.011284825,Up
ENSG00000260691,ANKRD20A1,84210,-1.390561222,0.003421364,0.011298001,Down
ENSG00000152936,LMNTD1,160492,-1.543236343,0.003428523,0.011317638,Down
ENSG00000179796,LRRC3B,116135,-1.589862072,0.003514579,0.011562223,Down
ENSG00000276168,RN7SL1,6029,1.274509359,0.003559996,0.011686942,Up
ENSG00000163618,CADPS,8618,2.122170112,0.00356372,0.011696888,Up
ENSG00000235284,SNORD62A,26786,1.131284154,0.00356921,0.011710336,Up
ENSG00000240596,KCNAB1-AS2,100874083,-1.013726995,0.003575107,0.011724192,Down
ENSG00000166920,C15orf48,84419,1.1751222,0.003580186,0.011737849,Up
ENSG00000115297,TLX2,3196,1.359751881,0.003609124,0.011809495,Up
ENSG00000104938,CLEC4M,10332,2.098916077,0.003682804,0.012009924,Up
ENSG00000080224,EPHA6,285220,-1.110320713,0.003787039,0.012307135,Down
ENSG00000136872,ALDOB,229,1.3268639,0.003975137,0.012852593,Up
ENSG00000183273,CCDC60,160777,-1.095798725,0.003993867,0.012905706,Down
ENSG00000147485,PXDNL,137902,1.459307333,0.004099232,0.013191433,Up
ENSG00000249106,LOC101928590,101928590,-1.223782652,0.004137546,0.013291836,Down
ENSG00000186081,KRT5,3852,2.103674802,0.004174001,0.013382871,Up
ENSG00000188763,FZD9,8326,-1.156293748,0.004208348,0.013472962,Down
ENSG00000258725,PRC1-AS1,100507118,1.11120716,0.004235736,0.013546719,Up
ENSG00000188933,USP32P1,162632,2.500959742,0.004251333,0.01359195,Up
ENSG00000099985,OSM,5008,1.602751996,0.004313787,0.013763362,Up
ENSG00000205363,INSYN1,388135,-1.121519957,0.004321923,0.013784612,Down
ENSG00000189410,SH2D5,400745,-1.005063748,0.004351499,0.013866322,Down
ENSG00000267498,LOC105372352,105372352,-1.226743376,0.004475023,0.01419378,Down
ENSG00000178538,CA8,767,1.183855884,0.004658778,0.014696781,Up
ENSG00000248329,APELA,100506013,1.568461789,0.00471131,0.014835782,Up
ENSG00000102468,HTR2A,3356,-1.138269005,0.00471646,0.014848663,Down
ENSG00000185860,CCDC190,339512,-1.332902868,0.00482769,0.015149499,Down
ENSG00000164604,GPR85,54329,1.021401132,0.004835752,0.0151714,Up
ENSG00000235049,LINC00940,100271702,-1.368059209,0.004846816,0.015202708,Down
ENSG00000118137,APOA1,335,-1.064738837,0.005124984,0.015952045,Down
ENSG00000100344,PNPLA3,80339,1.168788357,0.005178,0.016090261,Up
ENSG00000120875,DUSP4,1846,1.285186333,0.005256967,0.016286893,Up
ENSG00000241476,SSX2,6757,-1.173845838,0.005278139,0.016343456,Down
ENSG00000105696,TMEM59L,25789,-1.422684476,0.005372527,0.016599047,Down
ENSG00000261039,LINC02544,101929504,1.340974559,0.005412912,0.016712769,Up
ENSG00000167011,NAT16,375607,-1.410520238,0.005425403,0.016748658,Down
ENSG00000269235,ZNF350-AS1,101669766,-1.138032437,0.005489339,0.016916237,Down
ENSG00000257315,ZBED6,100381270,1.016798296,0.005518612,0.016988598,Up
ENSG00000203727,SAMD5,389432,-1.165110491,0.005526429,0.017010793,Down
ENSG00000285873,LOC105376845,105376845,-1.414953497,0.005547414,0.017067888,Down
ENSG00000268460,LOC93429,93429,1.58729566,0.005678634,0.017412928,Up
ENSG00000125878,TCF15,6939,-1.458993652,0.005756446,0.01760858,Down
ENSG00000038427,VCAN,1462,1.042492647,0.005792287,0.017700532,Up
ENSG00000095932,SMIM24,284422,1.149113028,0.005800908,0.017723312,Up
ENSG00000207703,MIR7-2,407044,-1.018868003,0.005880749,0.017930112,Down
ENSG00000117601,SERPINC1,462,1.025132187,0.005919429,0.01803184,Up
ENSG00000118733,OLFM3,118427,-1.299993357,0.00621542,0.018811361,Down
ENSG00000183346,CABCOCO1,219621,-1.744608113,0.006279842,0.018973558,Down
ENSG00000285492,LOC112267968,112267968,1.616661743,0.006463475,0.019438276,Up
ENSG00000181291,TMEM132E,124842,1.187661109,0.006559184,0.019677553,Up
ENSG00000144290,SLC4A10,57282,1.184629342,0.006640835,0.019884197,Up
ENSG00000254278,LOC101927513,101927513,-1.678336631,0.00675157,0.020164065,Down
ENSG00000259073,FOXN3-AS2,29018,1.448544452,0.006783887,0.020242215,Up
ENSG00000197106,SLC6A17,388662,-1.14063007,0.006895243,0.020516642,Down
ENSG00000103569,AQP9,366,1.563483639,0.006957191,0.020670247,Up
ENSG00000252835,SCARNA21,677763,1.222351769,0.00706034,0.020921269,Up
ENSG00000186431,FCAR,2204,1.44553484,0.007382209,0.021705228,Up
ENSG00000169385,RNASE2,6036,1.650935574,0.007637147,0.022332979,Up
ENSG00000187950,OVCH1,341350,1.001479943,0.007684998,0.022447146,Up
